Chrom	Strand	Experiment_Left	Experiment_Right	Systematic ID	Common Name	NFR/NDR_Left	NFR/NDR_Right
chr8	-	80489	81746	YHL011C	PRS3	81706	82036
chr4	+	1431004	1432269	YDR489W	SLD5	1430748	1431051
chr5	-	238141	239406	YER044C-A	MEI4	239382	239955
chr10	+	94962	96227	YJL174W	KRE9	94762	95017
chr16	-	613313	614578	YPR025C	CCL1	614521	614803
chr14	+	627401	628666	YNL001W	DOM34	627117	627447
chr2	-	304755	306020	YBR034C	HMT1	305961	306306
chr16	-	13158	14425	YPL279C	FEX2	14365	14654
chr12	-	346955	348228	YLR105C	SEN2	348171	348451
chr6	-	183024	184297	YFR018C		184239	184533
chr15	-	241544	242817	YOL047C	LDS2	242722	243054
chr13	+	695321	696594	YMR214W	SCJ1	695073	695356
chr4	-	50923	52196	YDL226C	GCS1	52157	52450
chr4	-	144275	145548	YDL175C	AIR2	145500	145788
chr4	-	1445768	1447041	YDR498C	SEC20	1446979	1447222
chr4	+	612061	613335	YDR083W	RRP8	611815	612104
chr6	+	6356	7635	YFL062W	COS4	6232	6470
chr13	+	7174	8453	YML132W	COS3	6424	7174
chr2	-	810270	811549	YBR302C	COS2	811549	812299
chr14	-	185645	186926	YNL245C	CWC25	186879	187147
chr13	-	665861	667142	YMR201C	RAD14	667046	667535
chr8	+	6331	7616	YHL048W	COS8	6166	6446
chr14	+	8260	9545	YNL336W	COS1	7510	8260
chr12	+	504534	505823	YLR174W	IDP2	504046	504576
chr11	+	548161	549450	YKR055W	RHO4	547919	548208
chr4	+	1732	3023	YDL248W	COS7	1579	1855
chr10	-	742778	744069	YJR161C	COS5	744069	744225
chr7	+	226325	227622	YGL148W	ARO2	226064	226392
chr10	-	218783	220086	YJL107C		220105	220301
chr7	-	79094	80399	YGL223C	COG1	80327	80722
chr9	+	142859	144164	YIL116W	HIS5	142665	142873
chr14	+	370344	371649	YNL136W	EAF7	370113	370395
chr14	-	441204	442509	YNL097C	PHO23	442381	442705
chr7	+	307383	308688	YGL105W	ARC1	307104	307468
chr16	+	666210	667516	YPR054W	SMK1	665959	666311
chr9	-	76036	77349	YIL145C	PAN6	77293	77577
chr11	-	224609	225922	YKL113C	RAD27	225858	226160
chr7	+	843813	845126	YGR173W	RBG2	843567	843847
chr4	+	1477124	1478445	YDR517W	GRH1	1476912	1477186
chr15	+	657056	658377	YOR173W	DCS2	656610	657042
chr9	+	397147	398468	YIR021W	MRS1	396397	397147
chr10	+	490998	492319	YJR032W	CPR7	490842	491108
chr12	+	537246	538567	YLR191W	PEX13	536975	537290
chr15	+	432119	433440	YOR057W	SGT1	431925	432157
chr3	-	94477	95798	YCL016C	DCC1	95727	96213
chr12	+	73393	74714	YLL033W	IRC19	73155	73439
chr12	-	195315	196636	YLR026C	SED5	196520	196904
chr6	+	167983	169305	YFR012W	DCV1	167641	167990
chr13	+	321881	323210	YMR024W	MRPL3	321645	321948
chr5	-	258557	259886	YER053C	PIC2	259804	260486
chr11	+	582177	583506	YKR076W	ECM4	581770	582229
chr15	+	1065020	1066357	YOR385W		1064356	1065048
chr7	-	866225	867562	YGR185C	TYS1	867492	867795
chr7	-	1057455	1058792	YGR282C	BGL2	1058711	1059074
chr11	-	461468	462805	YKR011C		462756	463091
chr7	+	715758	717103	YGR111W		715220	715813
chr8	+	333053	334398	YHR111W	UBA4	332827	333094
chr8	+	517483	518828	YHR208W	BAT1	517226	517563
chr16	+	919310	920655	YPR191W	QCR2	919011	919334
chr7	-	495250	496595	YGL001C	ERG26	496535	496791
chr10	-	689281	690626	YJR139C	HOM6	690575	690872
chr15	-	756308	757653	YOR221C	MCT1	757583	757873
chr4	+	778998	780343	YDR161W	ACL4	778573	779048
chr7	+	157860	159205	YGL181W	GTS1	157561	157884
chr5	+	47104	48457	YEL056W	HAT2	46858	47150
chr4	-	123827	125180	YDL188C	PPH22	125113	125374
chr4	+	521781	523134	YDR035W	ARO3	521408	521747
chr2	+	533605	534966	YBR145W	ADH5	533488	533661
chr14	-	476845	478206	YNL080C	EOS1	478179	478487
chr13	+	687489	688858	YMR210W	MGL2	687249	687533
chr7	-	705210	706579	YGR109C	CLB6	706540	706988
chr10	+	158118	159487	YJL134W	LCB3	157720	158191
chr1	+	61277	62646	YAL042W	ERV46	61022	61332
chr4	+	427219	428588	YDL014W	NOP1	426916	427270
chr2	-	162767	164144	YBL030C	PET9	164144	164535
chr11	+	284918	286295	YKL080W	VMA5	284702	284963
chr4	-	624738	626115	YDR090C		626066	626346
chr7	-	228377	229754	YGL146C	RRT6	229637	230243
chr16	-	242717	244094	YPL162C		244053	244339
chr13	+	275968	277345	YMR005W	TAF4	275687	275997
chr13	+	545905	547282	YMR139W	RIM11	545668	545940
chr7	-	853561	854938	YGR179C	OKP1	854901	855352
chr7	-	1061807	1063184	YGR285C	ZUO1	1063113	1063658
chr15	-	232326	233703	YOL052C	SPE2	233720	234043
chr14	+	60256	61634	YNL304W	YPT11	60034	60301
chr4	+	1129473	1130858	YDR331W	GPI8	1128723	1129473
chr14	+	169985	171370	YNL253W	TEX1	169608	170010
chr14	+	298248	299633	YNL181W	PBR1	297637	298277
chr10	-	154806	156191	YJL137C	GLG2	156151	156387
chr4	-	1126245	1127630	YDR329C	PEX3	1127563	1127838
chr7	-	415874	417259	YGL044C	RNA15	417200	417490
chr12	+	559438	560823	YLR208W	SEC13	559216	559488
chr14	+	90170	91563	YNL288W	CAF40	89914	90214
chr15	+	820923	822316	YOR266W	PNT1	820173	820923
chr3	-	102013	103406	YCL011C	GBP2	103334	103634
chr9	-	309206	310599	YIL023C	YKE4	310617	311090
chr16	-	666041	667434	YPR053C		667375	667674
chr15	+	956749	958150	YOR338W		956535	956810
chr3	+	17248	18649	YCL063W	VAC17	17114	17316
chr5	+	144281	145682	YEL006W	YEA6	144002	144314
chr4	-	1453104	1454505	YDR502C	SAM2	1454389	1454909
chr11	-	167442	168843	YKL149C	DBR1	168780	169100
chr7	+	511510	512911	YGR010W	NMA2	511018	511464
chr7	-	140392	141793	YGL194C	HOS2	141743	142011
chr11	+	75782	77191	YKL195W	MIA40	75546	75836
chr3	-	191641	193050	YCR035C	RRP43	192993	193333
chr13	-	324149	325558	YMR026C	PEX12	325554	325844
chr2	-	495529	496938	YBR130C	SHE3	496894	497170
chr4	-	903711	905122	YDR218C	SPR28	905047	905352
chr15	-	422524	423940	YOR049C	RSB1	423926	424272
chr13	+	424945	426362	YMR079W	SEC14	424703	424985
chr16	+	784382	785799	YPR122W	AXL1	781523	782189
chr2	+	111404	112821	YBL058W	SHP1	111163	111456
chr4	+	952720	954137	YDR245W	MNN10	952461	952760
chr10	+	335804	337221	YJL053W	PEP8	335608	335916
chr15	+	592840	594257	YOR142W	LSC1	592570	592885
chr11	-	525253	526670	YKR048C	NAP1	526606	526903
chr14	-	719357	720774	YNR052C	POP2	720713	720986
chr5	-	373320	374737	YER107C	GLE2	374678	374952
chr2	-	610496	611921	YBR195C	MSI1	611871	612100
chr10	+	578862	580287	YJR078W	BNA2	578612	578915
chr12	+	287895	289320	YLR080W	EMP46	287825	287971
chr13	+	399865	401290	YMR065W	KAR5	399632	399901
chr15	+	99689	101114	YOL116W	MSN1	99442	99720
chr16	+	740012	741437	YPR106W	ISR1	739807	740069
chr5	-	59492	60917	YEL050C	RML2	60857	61152
chr5	-	65396	66821	YEL047C	FRD1	66781	67368
chr16	-	909618	911043	YPR186C	PZF1	910990	911263
chr2	+	202011	203437	YBL013W	FMT1	201724	202042
chr15	+	944581	946014	YOR334W	MRS2	944349	944614
chr4	+	114567	116000	YDL193W	NUS1	114349	114597
chr16	+	67656	69089	YPL255W	BBP1	67464	67737
chr10	+	84010	85443	YJL183W	MNN11	83776	84049
chr9	-	172215	173648	YIL102C-A		173593	173881
chr16	-	795866	797299	YPR133C	SPN1	797259	797569
chr13	-	449997	451430	YMR091C	NPL6	451351	451671
chr8	+	354789	356230	YHR123W	EPT1	354556	354829
chr15	+	58689	60130	YOL140W	ARG8	57939	58689
chr15	+	757840	759281	YOR222W	ODC2	757583	757873
chr16	+	497924	499365	YPL028W	ERG10	497699	498006
chr4	-	1061428	1062869	YDR300C	PRO1	1062821	1063097
chr13	-	234660	236101	YML018C		236066	236559
chr11	+	125734	127175	YKL172W	EBP2	125448	125787
chr16	+	231073	232514	YPL168W	MRX4	230819	231128
chr2	-	434288	435729	YBR095C	RXT2	435688	435970
chr13	-	741333	742774	YMR235C	RNA1	742714	743008
chr14	-	218973	220414	YNL229C	URE2	220366	220689
chr7	-	870049	871490	YGR187C	HGH1	871405	871751
chr8	+	484803	486252	YHR190W	ERG9	484560	484829
chr10	+	323356	324805	YJL060W	BNA3	323100	323394
chr2	+	132419	133868	YBL046W	PSY4	132165	132456
chr10	-	575226	576675	YJR076C	CDC11	576606	576897
chr8	+	229302	230751	YHR066W	SSF1	229026	229351
chr16	-	9487	10940	YPL281C	ERR2	10940	11690
chr15	+	1080206	1081659	YOR393W	ERR1	1079456	1080206
chr4	-	92531	93996	YDL205C	HEM3	93877	94183
chr7	+	800397	801862	YGR156W	PTI1	800122	800408
chr2	+	536461	537934	YBR147W	RTC2	536178	536469
chr14	+	668329	669802	YNR021W		668075	668397
chr15	+	717064	718537	YOR197W	MCA1	716824	717126
chr16	+	892302	893775	YPR178W	PRP4	892067	892338
chr14	+	282121	283602	YNL190W		281371	282121
chr13	+	171528	173009	YML051W	GAL80	171149	171583
chr8	-	497431	498912	YHR199C	AIM46	498841	499121
chr9	-	203511	204992	YIL083C	CAB2	204935	205846
chr13	-	499261	500742	YMR116C	ASC1	500742	501121
chr14	-	308836	310317	YNL173C	MDG1	310317	310555
chr15	+	781800	783281	YOR237W	HES1	781493	781814
chr12	-	14556	16037	YLL063C	AYT1	15977	16228
chr16	-	826730	828211	YPR148C		828113	828409
chr3	-	46940	48421	YCL044C	MGR1	48374	48703
chr15	+	53058	54539	YOL144W	NOP8	52795	53094
chr15	-	85309	86790	YOL124C	TRM11	86734	87027
chr5	-	397768	399257	YER118C	SHO1	399190	399465
chr12	-	566474	567963	YLR213C	CRR1	567921	568191
chr13	-	685821	687310	YMR209C		687249	687533
chr15	-	290668	292157	YOL018C	TLG2	292104	292453
chr13	+	68264	69753	YML102W	CAC2	67974	68329
chr13	+	668433	669922	YMR203W	TOM40	668182	668516
chr2	+	458802	460291	YBR110W	ALG1	458675	458851
chr4	-	1220968	1222457	YDR372C	VPS74	1222389	1222718
chr8	+	106006	107503	YHR001W	OSH7	105798	106060
chr1	-	170231	171728	YAR018C	KIN3	171690	171957
chr12	-	229915	231412	YLR042C		230384	231573
chr12	-	541850	543347	YLR195C	NMT1	543301	543651
chr3	+	286708	288205	YCR094W	CDC50	286430	286751
chr16	-	655105	656602	YPR045C	THP3	656541	656808
chr4	+	334680	336185	YDL066W	IDP1	334364	334639
chr7	-	82798	84303	YGL219C	MDM34	84230	84646
chr8	-	340017	341522	YHR115C	DMA1	341479	341782
chr2	-	690232	691737	YBR236C	ABD1	691688	691966
chr15	-	430195	431708	YOR056C	NOB1	431680	431925
chr15	+	517456	518969	YOR104W	PIN2	517455	517684
chr12	-	587514	589027	YLR225C		588934	589390
chr7	+	770533	772046	YGR141W	VPS62	770266	770563
chr15	+	544952	546465	YOR117W	RPT5	544753	545001
chr6	-	38700	40213	YFL048C	EMP47	40151	40453
chr6	-	239961	241474	YFR044C	DUG1	241416	241673
chr2	-	69681	71197	YBL082C	ALG3	71144	71607
chr2	+	761219	762740	YBR279W	PAF1	760854	761278
chr7	-	806273	807794	YGR159C	NSR1	807696	808077
chr15	-	294692	296213	YOL016C	CMK2	296176	296459
chr4	+	1087543	1089064	YDR312W	SSF2	1087312	1087574
chr7	+	996820	998341	YGR252W	GCN5	996570	996869
chr16	-	276061	277582	YPL146C	NOP53	277517	277829
chr8	+	390270	391791	YHR146W	CRP1	389970	390322
chr5	+	123192	124721	YEL017W	GTT3	122981	123287
chr7	-	940819	942348	YGR223C	HSV2	942218	942450
chr11	-	280882	282411	YKL082C	RRP14	282342	282601
chr13	-	394941	396470	YMR062C	ARG7	396422	396664
chr14	-	108950	110479	YNL280C	ERG24	110494	110881
chr15	-	251174	252703	YOL041C	NOP12	252645	252938
chr3	+	42095	43626	YCL048W	SPS22	41834	42126
chr5	-	335876	337410	YER089C	PTC2	337416	337921
chr5	+	272466	274003	YER059W	PCL6	272226	272503
chr15	+	578408	579945	YOR134W	BAG7	577973	578356
chr10	+	345900	347437	YJL049W	CHM7	345702	345996
chr11	+	554857	556394	YKR059W	TIF1	554617	554982
chr15	+	511640	513177	YOR099W	KTR1	511187	511761
chr15	-	424659	426196	YOR051C	ETT1	426083	426526
chr7	+	180668	182205	YGL172W	NUP49	180411	180725
chr14	+	255225	256762	YNL207W	RIO2	254976	255275
chr5	-	148549	150086	YEL002C	WBP1	149996	150320
chr13	+	536137	537679	YMR133W	REC114	535436	536083
chr12	+	561950	563493	YLR210W	CLB4	561709	561977
chr6	+	264157	265702	YFR055W	IRC7	263761	264112
chr13	+	325801	327346	YMR027W		325554	325844
chr4	-	440815	442360	YDL005C	MED2	442307	442632
chr15	-	414412	415957	YOR046C	DBP5	415895	416152
chr15	+	904621	906174	YOR315W	SFG1	904499	904657
chr7	+	607582	609135	YGR059W	SPR3	607129	607594
chr2	-	61215	62768	YBL086C		62657	62906
chr2	-	296307	297860	YBR029C	CDS1	297767	298055
chr4	+	167695	169248	YDL161W	ENT1	167493	167750
chr16	-	460625	462178	YPL050C	MNN9	462098	462412
chr4	-	456679	458240	YDR005C	MAF1	458173	458433
chr4	+	563460	565021	YDR055W	PST1	563088	563410
chr7	+	284396	285957	YGL119W	COQ8	283922	284415
chr9	-	94892	96453	YIL135C	VHS2	96383	96662
chr15	-	715324	716885	YOR196C	LIP5	716824	717126
chr12	-	552674	554235	YLR205C	HMX1	554181	554460
chr2	+	787092	788661	YBR293W	VBA2	786817	787106
chr4	+	1259852	1261421	YDR393W	SHE9	1259622	1259879
chr5	+	56536	58105	YEL052W	AFG1	56121	56567
chr12	+	846007	847576	YLR360W	VPS38	845802	846064
chr16	+	643789	645358	YPR036W	VMA13	643104	643854
chr15	-	812190	813759	YOR259C	RPT4	813675	813987
chr4	+	176631	178200	YDL155W	CLB3	176366	176669
chr2	+	242789	244358	YBR003W	COQ1	242515	242833
chr12	+	127473	129050	YLL011W	SOF1	127224	127564
chr12	+	764654	766231	YLR315W	NKP2	763904	764654
chr13	-	835269	836846	YMR283C	RIT1	836794	837180
chr16	-	868474	870051	YPR163C	TIF3	870051	870297
chr12	+	586134	587711	YLR224W	UCC1	585789	586128
chr14	+	392864	394441	YNL124W	NAF1	392630	392921
chr11	-	327938	329515	YKL059C	MPE1	329463	329699
chr4	+	819334	820912	YDR179W-A	NVJ3	818999	819367
chr15	+	875529	877108	YOR298W	MUM3	875289	875596
chr5	-	81197	82781	YEL037C	RAD23	82710	83039
chr4	-	718834	720419	YDR132C		720390	720808
chr4	-	840475	842060	YDR190C	RVB1	841976	842352
chr11	+	176734	178319	YKL143W	LTV1	176491	176777
chr12	+	380855	382440	YLR116W	MSL5	380577	380891
chr16	+	264585	266178	YPL152W-A		264312	264586
chr2	+	597348	598941	YBR184W		596960	597383
chr15	-	892689	894282	YOR307C	SLY41	894211	894506
chr10	-	557602	559195	YJR065C	ARP3	559121	559436
chr4	+	305072	306673	YDL084W	SUB2	304800	305126
chr4	+	399299	400900	YDL029W	ARP2	399076	399391
chr14	+	401008	402609	YNL119W	NCS2	400780	401055
chr11	+	385728	387337	YKL028W	TFA1	385481	385768
chr2	-	584616	586225	YBR177C	EHT1	586161	586589
chr3	-	160649	162258	YCR024C	SLM5	162179	162559
chr7	-	379715	381324	YGL065C	ALG2	381269	381534
chr2	+	618820	620429	YBR199W	KTR4	618528	618861
chr7	+	584774	586383	YGR046W	TAM41	584385	584818
chr14	+	76786	78395	YNL295W	MRX6	76566	76840
chr3	-	208065	209680	YCR045C	RRT12	209640	210069
chr7	+	321727	323344	YGL097W	SRM1	321552	321790
chr15	+	683912	685529	YOR187W	TUF1	683587	683943
chr14	-	17756	19373	YNL330C	RPD3	19289	19605
chr14	-	56117	57741	YNL307C	MCK1	57672	57901
chr11	+	174134	175759	YKL145W	RPT1	173888	174181
chr2	-	777903	779528	YBR288C	APM3	779447	779711
chr13	-	18859	20484	YML126C	ERG13	20451	20884
chr10	-	433081	434706	YJL002C	OST1	434645	434909
chr1	+	92853	94486	YAL028W	FRT2	92444	92903
chr10	-	440946	442579	YJR003C	MRX12	442497	442886
chr15	-	994948	996581	YOR351C	MEK1	996555	996918
chr6	-	154345	155978	YFR005C	SAD1	155860	156192
chr12	-	98933	100566	YLL022C	HIF1	100541	100840
chr4	+	610341	611974	YDR082W	STN1	610120	610384
chr14	+	117250	118891	YNL277W	MET2	116885	117200
chr16	+	375453	377094	YPL091W	GLR1	374703	375453
chr13	+	453969	455610	YMR093W	UTP15	453753	454054
chr9	-	287405	289046	YIL035C	CKA1	288991	289284
chr4	-	1483725	1485373	YDR522C	SPS2	1485235	1485461
chr10	+	649717	651366	YJR122W	IBA57	649478	649728
chr14	+	529826	531475	YNL053W	MSG5	529502	529873
chr15	+	238562	240211	YOL049W	GSH2	238132	238611
chr5	-	235549	237198	YER043C	SAH1	237117	237474
chr12	-	291979	293628	YLR082C	SRL2	293556	293842
chr4	-	523137	524786	YDR036C	EHD3	524724	525080
chr13	-	97804	99453	YML085C	TUB1	99404	99701
chr8	-	216233	217883	YHR056C	RSC30	217836	218109
chr6	-	232025	233682	YFR039C	OSW7	233604	233998
chr12	-	243707	245364	YLR049C		245341	245603
chr5	+	254641	256298	YER051W	JHD1	254393	254698
chr6	+	164991	166648	YFR010W	UBP6	164759	165037
chr2	-	530609	532266	YBR143C	SUP45	532196	532524
chr4	+	94119	95784	YDL204W	RTN2	93877	94183
chr8	-	139796	141461	YHR018C	ARG4	141429	141692
chr4	+	1127809	1129474	YDR330W	UBX5	1127563	1127838
chr12	+	1053201	1054866	YLR455W	PDP3	1053124	1053430
chr13	+	337753	339418	YMR033W	ARP9	337509	337799
chr6	-	101554	103227	YFL018C	LPD1	103227	103490
chr6	+	56265	57938	YFL037W	TUB2	55968	56357
chr6	-	208432	210105	YFR028C	CDC14	210072	210526
chr8	-	227410	229083	YHR065C	RRP3	229026	229351
chr15	-	896755	898430	YOR310C	NOP58	898336	898655
chr3	+	71733	73411	YCL027W	FUS1	71493	71757
chr12	+	844183	845864	YLR359W	ADE13	843932	844234
chr4	+	565884	567565	YDR057W	YOS9	565660	565946
chr10	-	358048	359729	YJL044C	GYP6	359673	359959
chr6	+	156126	157807	YFR006W		155860	156192
chr3	+	216637	218318	YCR053W	THR4	216361	216682
chr13	-	713781	715462	YMR221C	FMP42	715425	715689
chr4	-	1014196	1015885	YDR277C	MTH1	1015861	1016456
chr4	+	424099	425788	YDL017W	CDC7	423520	424151
chr4	-	967988	969677	YDR256C	CTA1	969608	970011
chr9	-	100652	102341	YIL131C	FKH1	102269	102678
chr4	+	88215	89904	YDL207W	GLE1	87845	88275
chr12	+	506094	507783	YLR175W	CBF5	505763	506143
chr16	-	51012	52701	YPL259C	APM1	52645	52965
chr13	+	397833	399529	YMR064W	AEP1	397710	397966
chr15	+	268136	269833	YOL030W	GAS5	267765	268209
chr2	-	73047	74744	YBL080C	PET112	74708	74972
chr11	+	435224	436921	YKL004W	AUR1	434965	435274
chr13	+	564377	566074	YMR153W	NUP53	564140	564437
chr16	+	322049	323746	YPL120W	VPS30	321844	322083
chr7	-	498234	499931	YGR002C	SWC4	499849	500162
chr3	-	240689	242386	YCR072C	RSA4	242319	242636
chr2	+	515653	517358	YBR139W		515358	515689
chr2	+	537933	539638	YBR148W	YSW1	537482	537920
chr6	-	93398	95103	YFL022C	FRS2	95103	95530
chr3	+	289500	291205	YCR095W-A		289266	289532
chr5	-	157453	159158	YER003C	PMI40	159112	159376
chr7	-	163368	165073	YGL179C	TOS3	165146	165400
chr5	+	162681	164386	YER006W	NUG1	162414	162748
chr8	+	554326	556037	YHR216W	IMD2	553852	554273
chr13	+	696729	698442	YMR215W	GAS3	696480	696791
chr4	-	994060	995773	YDR263C	DIN7	995649	995903
chr5	-	402720	404433	YER122C	GLO3	404348	404672
chr7	-	366587	368300	YGL075C	MPS2	368227	368473
chr4	+	172431	174144	YDL159W	STE7	172155	172492
chr9	+	311058	312771	YIL022W	TIM44	310842	311090
chr5	+	453405	455126	YER141W	COX15	453127	453428
chr7	-	278832	280553	YGL122C	NAB2	280505	280816
chr12	-	388563	390292	YLR121C	YPS3	390177	390632
chr11	+	118734	120463	YKL175W	ZRT3	118516	118780
chr12	+	614614	616343	YLR238W	FAR10	614361	614732
chr15	+	826291	828020	YOR269W	PAC1	826054	826340
chr16	+	418325	420054	YPL072W	UBP16	418080	418397
chr3	-	48548	50277	YCL043C	PDI1	50277	50433
chr4	-	1429080	1430809	YDR488C	PAC11	1430748	1431051
chr4	+	1059576	1061305	YDR299W	BFR2	1059334	1059633
chr5	+	337868	339597	YER090W	TRP2	337611	337921
chr14	+	408288	410017	YNL116W	DMA2	408017	408347
chr4	-	1112331	1114060	YDR323C	PEP7	1114025	1114292
chr5	+	276502	278234	YER060W-A	FCY22	276198	276543
chr15	-	913473	915210	YOR320C	GNT1	915176	915467
chr4	+	199959	201696	YDL143W	CCT4	199715	200006
chr5	+	439492	441229	YER136W	GDI1	439195	439496
chr4	-	270236	271973	YDL106C	PHO2	271915	272162
chr7	+	41440	43185	YGL244W	RTF1	41220	41501
chr7	+	383407	385152	YGL063W	PUS2	383170	383480
chr4	-	969748	971493	YDR257C	RKM4	971413	971709
chr6	-	250105	251850	YFR051C	RET2	251768	252062
chr7	-	381467	383212	YGL064C	MRH4	383170	383480
chr11	-	560565	562310	YKR063C	LAS1	562262	562555
chr12	+	179985	181738	YLR019W	PSR2	179594	180073
chr8	+	443768	445521	YHR170W	NMD3	443485	443820
chr4	-	905332	907085	YDR219C	MFB1	907065	907323
chr11	-	36483	38236	YKL211C	TRP3	38194	38435
chr13	-	849893	851646	YMR290C	HAS1	851569	851895
chr13	+	616441	618202	YMR177W	MMT1	616205	616463
chr2	-	513657	515418	YBR138C		515358	515689
chr5	-	124652	126413	YEL016C	NPP2	126340	126636
chr12	-	762450	764211	YLR314C	CDC3	764135	764540
chr16	+	558373	560134	YPR002W	PDH1	557957	558471
chr8	+	117774	119535	YHR006W	STP2	117509	117842
chr14	+	538154	539915	YNL048W	ALG11	537920	538187
chr6	+	51280	53042	YFL040W		51107	51356
chr8	-	514799	516568	YHR207C	SET5	516449	516738
chr14	-	368396	370165	YNL137C	NAM9	370113	370395
chr4	+	1386772	1388541	YDR463W	STP1	1386527	1386836
chr14	+	366712	368481	YNL138W	SRV2	366485	366759
chr15	-	725476	727245	YOR205C	GEP3	727201	727530
chr8	+	456563	458332	YHR177W		456193	456535
chr2	-	666616	668393	YBR222C	PCS60	668356	668667
chr4	+	746654	748439	YDR145W	TAF12	746472	746720
chr7	-	154656	156449	YGL184C	STR3	156449	156547
chr12	-	20916	22709	YLL060C	GTT2	22668	22983
chr10	+	456030	457831	YJR010W	MET3	455717	456006
chr4	-	280180	281981	YDL101C	DUN1	281855	282147
chr13	-	165540	167341	YML054C	CYB2	167246	167816
chr4	+	52391	54192	YDL225W	SHS1	52157	52450
chr4	+	121967	123768	YDL189W	RBS1	121739	122024
chr8	-	141820	143621	YHR019C	DED81	143568	143913
chr12	+	816024	817831	YLR343W	GAS2	815742	816053
chr13	+	137488	139297	YML068W	ITT1	137244	137515
chr2	+	651324	653133	YBR214W	SDS24	651090	651371
chr4	+	1331132	1332941	YDR434W	GPI17	1330910	1331177
chr14	+	284057	285866	YNL189W	SRP1	283850	284095
chr14	-	316076	317885	YNL169C	PSD1	317885	318022
chr15	-	718436	720245	YOR198C	BFR1	720231	720534
chr7	+	14624	16441	YGL256W	ADH4	14240	14698
chr7	-	840761	842578	YGR171C	MSM1	842528	842904
chr3	+	237077	238894	YCR068W	ATG15	236880	237107
chr2	-	768791	770608	YBR283C	SSH1	770542	770893
chr2	-	668512	670337	YBR223C	TDP1	670263	670500
chr5	+	126592	128417	YEL015W	EDC3	126340	126636
chr16	-	148493	150318	YPL214C	THI6	150244	150609
chr8	-	372602	374427	YHR135C	YCK1	374375	374704
chr11	-	351026	352851	YKL046C	DCW1	352799	353098
chr13	-	190100	191925	YML043C	RRN11	191879	192197
chr14	+	622873	624706	YNL004W	HRB1	622427	622923
chr7	-	727945	729778	YGR119C	NUP57	729707	730005
chr16	+	883718	885551	YPR171W	BSP1	883564	883832
chr16	+	69248	71089	YPL254W	HFI1	69011	69312
chr15	-	564420	566261	YOR128C	ADE2	566219	566487
